"arc_length","Result"
0,0
0.02,1.3141E+016
0.04,2.2322E+016
0.06,2.98E+016
0.08,3.6398E+016
0.1,4.2332E+016
0.12,4.7842E+016
0.14,5.3075E+016
0.16,5.8047E+016
0.18,6.2892E+016
0.2,6.7494E+016
0.22,7.1851E+016
0.24,7.6213E+016
0.26,8.0526E+016
0.28,8.4668E+016
0.3,8.8743E+016
0.32,9.2748E+016
0.34,9.6713E+016
0.36,1.0064E+017
0.38,1.0441E+017
0.4,1.0807E+017
0.42,1.1166E+017
0.44,1.153E+017
0.46,1.1886E+017
0.48,1.2234E+017
0.5,1.2584E+017
0.52,1.2929E+017
0.54,1.3273E+017
0.56,1.361E+017
0.58,1.3933E+017
0.6,1.4246E+017
0.62,1.4557E+017
0.64,1.487E+017
0.66,1.517E+017
0.68,1.5453E+017
0.7,1.5726E+017
0.72,1.5995E+017
0.74,1.6262E+017
0.76,1.6525E+017
0.78,1.6784E+017
0.8,1.7041E+017
0.82,1.7286E+017
0.84,1.7521E+017
0.86,1.7746E+017
0.88,1.7965E+017
0.9,1.8182E+017
0.92,1.8388E+017
0.94,1.8586E+017
0.96,1.8776E+017
0.98,1.8957E+017
1,1.9127E+017
1.02,1.929E+017
1.04,1.9445E+017
1.06,1.9593E+017
1.08,1.9732E+017
1.1,1.986E+017
1.12,1.9978E+017
1.14,2.0087E+017
1.16,2.0183E+017
1.18,2.0271E+017
1.2,2.0353E+017
1.22,2.0428E+017
1.24,2.0489E+017
1.26,2.0538E+017
1.28,2.0578E+017
1.3,2.0609E+017
1.32,2.063E+017
1.34,2.064E+017
1.36,2.0635E+017
1.38,2.0613E+017
1.4,2.0581E+017
1.42,2.0538E+017
1.44,2.0475E+017
1.46,2.0399E+017
1.48,2.0311E+017
1.5,2.0202E+017
1.52,2.0077E+017
1.54,1.9934E+017
1.56,1.9757E+017
1.58,1.9567E+017
1.6,1.9361E+017
1.62,1.9125E+017
1.64,1.8872E+017
1.66,1.8583E+017
1.68,1.8261E+017
1.7,1.7918E+017
1.72,1.7515E+017
1.74,1.7075E+017
1.76,1.6588E+017
1.78,1.6032E+017
1.8,1.5438E+017
1.82,1.474E+017
1.84,1.3948E+017
1.86,1.3065E+017
1.88,1.1946E+017
1.9,1.0712E+017
1.92,9.0815E+016
1.94,7.232E+016
1.96,5.1134E+016
1.98,2.6244E+016
2,0
